,Id_pol,Annual.pct.driven,Total.miles.driven,Pct.drive.mon,Pct.drive.tue,Pct.drive.wed,Pct.drive.thr,Pct.drive.fri,Pct.drive.sat,Pct_drive_sun,Pct.drive.2hrs,Pct.drive.3hrs,Pct.drive.4hrs,Pct.drive.wkday,Pct.drive.wkend,Pct.drive.rush am,Pct.drive.rush pm,Avgdays.week,Accel.06miles,Accel.08miles,Accel.09miles,Accel.11miles,Accel.12miles,Accel.14miles,Brake.06miles,Brake.08miles,Brake.09miles,Brake.11miles,Brake.12miles,Brake.14miles,Left.turn.intensity08,Left.turn.intensity09,Left.turn.intensity10,Left.turn.intensity11,Left.turn.intensity12,Right.turn.intensity08,Right.turn.intensity09,Right.turn.intensity10,Right.turn.intensity11,Right.turn.intensity12,NB_Claim,AMT_Claim,Duration,Insured_age,Insured_sex,Car_age,Marital,Car_use,Credit_score,Region,Annual_miles_drive,Years_noclaims,Territory
754,154096,0.802739726,2559.101028,0.071850624,0.105898207,0.129011934,0.143579331,0.210186249,0.154616091,0.184857564,0.004900776,0.002624435,0.000928248,0.662763415,0.337236585,0.054198448,0.1,3.769618629,37.0,7.0,4.0,3.0,2.0,2.0,58.0,11.0,5.0,3.0,2.0,2.0,1013.0,435.0,97.0,37.0,15.0,833.0,326.0,85.0,29.0,9.0,1,1406.38797,345,56,Male,7,Single,Private,720.0,Urban,12427.42,8.0,52
755,189238,0.863013699,8421.408199,0.132850202,0.134256532,0.123766946,0.129553585,0.185005144,0.200108015,0.094459576,0.005596593,0.0,0.0,0.71,0.29,0.097982964,0.197310619,4.747915977,4.0,1.0,0.0,0.0,0.0,0.0,39.0,2.0,1.0,0.0,0.0,0.0,342.0,170.0,37.0,14.0,4.0,296.0,136.0,36.0,9.0,4.0,1,1155.345704,365,31,Female,10,Married,Commute,869.0,Rural,12427.42,15.0,39
756,181322,0.646575342,7457.952331,0.137637575,0.136099295,0.125666201,0.143171013,0.14218553,0.192835013,0.122405373,0.00264149,0.000954179,0.0,0.688625378,0.311374622,0.038167171,0.158625378,6.658761337,6.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,44.0,16.0,1.0,0.0,0.0,1,5222.846924,365,30,Female,5,Single,Commute,537.0,Urban,6213.71,4.0,33
757,149893,0.95890411,9080.539492406171,0.130250399,0.133503109,0.129980913,0.15580039,0.1594345969999999,0.163517213,0.127513378,0.004945066,0.001,0.0,0.71,0.29,0.08,0.172197357,6.038453746,42.0,2.0,0.0,0.0,0.0,0.0,121.0,16.0,6.0,2.0,0.0,0.0,172.0,70.0,14.0,3.0,1.0,489.0,225.0,49.0,12.0,4.0,1,10654.72119,365,38,Male,3,Married,Commute,856.0,Urban,9320.565,4.0,75
758,220795,0.893150685,9831.32453040284,0.1311695269999999,0.1285486559999999,0.168212168,0.130306902,0.164776624,0.142356993,0.134629129,0.003907654,0.000434184,0.0,0.722102052,0.277897948,0.178683675,0.28355611,6.496071361,35.0,1.0,0.0,0.0,0.0,0.0,130.0,12.0,3.0,1.0,0.0,0.0,219.0,86.0,22.0,9.0,3.0,2161.0,1183.0,387.0,173.0,73.0,1,5694.697632,365,47,Female,4,Single,Commute,856.0,Urban,9941.936,13.0,76
759,209578,0.742465753,10876.88791,0.135348194,0.136997606,0.157829747,0.19453884,0.142586882,0.12868635,0.104012379,0.006045449,0.001045449,0.0,0.768636527,0.231363473,0.129091018,0.091363473,6.872730538,11.0,1.0,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,0.0,963.0,421.0,95.0,29.0,9.0,357.0,139.0,37.0,17.0,8.0,1,1436.258423,366,40,Male,5,Married,Commute,838.0,Rural,12427.42,24.0,84
760,173911,0.621917808,5242.949318,0.159071336,0.149478613,0.162157576,0.155294236,0.153711234,0.116194467,0.104092538,0.001123939,0.0,0.0,0.780732472,0.219267528,0.032478783,0.09408441,6.671549814,221.0,27.0,6.0,1.0,0.0,0.0,219.0,39.0,16.0,6.0,1.0,0.0,15.0,5.0,1.0,0.0,0.0,61.0,24.0,7.0,1.0,0.0,1,4153.128296,366,45,Female,0,Married,Commute,830.0,Urban,12427.42,22.0,74
761,216173,0.690410959,5373.816509,0.149454087,0.215133061,0.185043791,0.117862614,0.141080184,0.088859803,0.102566461,0.018073777,0.000825524,0.000550349,0.80697904,0.19302096,0.098524453,0.142013973,5.375174666,22.0,9.0,9.0,9.0,8.0,0.0,44.0,12.0,9.0,9.0,8.0,0.0,40.0,12.0,1.0,0.0,0.0,313.0,124.0,22.0,4.0,1.0,1,1263.712646,366,66,Male,3,Married,Private,871.0,Urban,12427.42,40.0,36
762,130464,0.194520548,1739.314885,0.147966151,0.146124157,0.101238046,0.162244244,0.183617924,0.160643364,0.098166115,0.0,0.0,0.0,0.739622226,0.260377774,0.056456792,0.119874075,5.746765312,13.0,2.0,1.0,1.0,0.0,0.0,30.0,4.0,2.0,1.0,0.0,0.0,29.0,16.0,6.0,3.0,1.0,22.0,6.0,1.0,0.0,0.0,1,2410.656006,366,27,Male,11,Single,Commute,566.0,Urban,9320.565,9.0,30
763,155314,0.230136986,6749.304803430051,0.150576975,0.150056763,0.1736868939999999,0.1749930689999999,0.174450278,0.10746486,0.068771161,0.00580006,0.001317675,0.000329419,0.825176155,0.174823845,0.183529061,0.131647094,6.835290608999999,25.0,1.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,45.0,18.0,2.0,1.0,1.0,42.0,17.0,3.0,2.0,0.0,1,98.90167238,184,42,Male,1,Single,Commute,719.0,Urban,12427.42,25.0,26
764,202008,0.863013699,11263.13421,0.14247553,0.143557546,0.160895584,0.155674905,0.152301059,0.117305819,0.127789557,0.0,0.0,0.0,0.757975263,0.242024737,0.219710752,0.231156993,6.782645109,37.0,3.0,1.0,1.0,1.0,1.0,112.0,11.0,4.0,2.0,1.0,1.0,758.0,344.0,75.0,25.0,6.0,528.0,249.0,76.0,30.0,11.0,1,11956.09131,366,26,Female,3,Married,Private,678.0,Urban,6213.71,11.0,87
765,124871,0.931506849,10722.20801860408,0.14819145,0.166822217,0.1532510369999999,0.146417837,0.14805528,0.138345731,0.098916448,0.000316819,0.000211213,0.0,0.7642242509999999,0.235775749,0.065775749,0.201551498,6.5,75.0,5.0,1.0,0.0,0.0,0.0,226.0,37.0,11.0,4.0,1.0,0.0,2625.0,1207.0,319.0,106.0,32.0,245.0,107.0,34.0,14.0,5.0,1,433.0892945,366,40,Female,1,Married,Private,817.0,Urban,12427.42,8.0,74
766,210767,0.857534247,15238.742483113268,0.128808963,0.139509457,0.140642069,0.148832184,0.16034659,0.1665587969999999,0.11530194,0.0017716079999999,0.0,0.0,0.7159874490000001,0.284012551,0.045432157,0.080555292,6.554321572999999,47.0,4.0,1.0,0.0,0.0,0.0,121.0,12.0,4.0,1.0,1.0,0.0,971.0,568.0,201.0,84.0,29.0,309.0,140.0,36.0,12.0,4.0,1,2955.735352,366,36,Female,0,Single,Commute,860.0,Urban,12427.42,21.0,43
767,172207,0.950684932,12855.085817294728,0.109416109,0.113393082,0.135549071,0.139368356,0.163723506,0.195726468,0.142823408,0.003317837,0.000829459,0.0,0.6621702939999999,0.337829706,0.122945928,0.194418891,6.082945927999999,6.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,63.0,17.0,1.0,0.0,0.0,241.0,58.0,6.0,1.0,0.0,1,1479.021698,365,55,Male,5,Married,Commute,874.0,Rural,12427.42,36.0,43
768,121117,0.978082192,9591.17911684714,0.161813032,0.18701238,0.187951289,0.171746144,0.1412126209999999,0.0869277609999999,0.063336772,0.008075274,0.002112911,0.000112911,0.850214363,0.149785637,0.110752741,0.146989035,6.133873357000001,35.0,1.0,1.0,0.0,0.0,0.0,99.0,12.0,3.0,1.0,0.0,0.0,1120.0,510.0,135.0,49.0,11.0,1445.0,708.0,211.0,86.0,43.0,1,0.0,359,26,Female,7,Married,Commute,645.0,Urban,9320.565,11.0,35
769,130669,0.545205479,8529.230906,0.155736167,0.129099229,0.124848872,0.125086174,0.14785102,0.139811119,0.177567418,0.002214098,0.001321147,0.000321147,0.679634405,0.320365595,0.133916363,0.148929511,5.907048943,84.0,1.0,0.0,0.0,0.0,0.0,214.0,22.0,3.0,1.0,0.0,0.0,2039.0,1251.0,572.0,309.0,169.0,3518.0,2408.0,1293.0,807.0,503.0,1,3135.185303,365,31,Female,0,Single,Commute,579.0,Urban,12427.42,12.0,63
770,139504,0.515068493,6285.958732,0.103520488,0.11000865,0.101413309,0.109700573,0.120900571,0.149843331,0.304613078,0.010581855,0.0,0.0,0.541289926,0.458710074,0.020836291,0.140418145,5.612544363,106.0,22.0,8.0,2.0,1.0,1.0,89.0,17.0,6.0,2.0,1.0,0.0,331.0,175.0,60.0,30.0,15.0,488.0,295.0,107.0,42.0,17.0,1,606.741806,365,32,Male,2,Married,Private,702.0,Urban,6213.71,14.0,68
771,191776,0.230136986,6388.831964,0.163734653,0.158697404,0.123583228,0.156911319,0.158078715,0.147747616,0.091247065,0.013455774,0.003884141,0.000554877,0.758612807,0.241387193,0.057225614,0.068323159,4.747408743,4.0,2.0,1.0,1.0,1.0,1.0,23.0,2.0,1.0,1.0,0.0,0.0,157.0,55.0,11.0,2.0,0.0,394.0,173.0,32.0,9.0,3.0,1,1950.550964,340,62,Female,8,Married,Commute,696.0,Rural,18641.13,36.0,43
772,151290,0.808219178,11864.55632402124,0.137021059,0.14239461,0.175507718,0.155767444,0.145083256,0.148250368,0.095975543,0.003126779,3.17e-05,0.0,0.7603169479999999,0.239683052,0.053486433,0.219366103,6.1,11.0,0.0,0.0,0.0,0.0,0.0,53.0,7.0,2.0,1.0,0.0,0.0,111.0,39.0,9.0,5.0,2.0,491.0,245.0,53.0,14.0,3.0,1,3592.993286,366,22,Female,0,Single,Commute,785.0,Urban,12427.42,6.0,74
773,132318,0.424657534,1496.3382334568134,0.182421539,0.107282192,0.185380913,0.098768758,0.13808024,0.172156768,0.11590959,0.0,0.0,0.0,0.7092724420000001,0.290727558,0.010181889,0.278605514,3.713338559,64.0,6.0,4.0,3.0,2.0,1.0,100.0,12.0,4.0,2.0,1.0,1.0,175.0,78.0,7.0,5.0,2.0,299.0,160.0,47.0,16.0,11.0,1,387.9083405,365,35,Male,8,Married,Commute,782.0,Urban,12427.42,17.0,31
774,144371,0.835616438,19903.54701,0.135730956,0.131597981,0.154178371,0.163698989,0.13300956,0.154140592,0.12764355,0.009555515,0.003046293,0.0,0.722777577,0.277222423,0.173518987,0.196759494,6.476853527,8.0,0.0,0.0,0.0,0.0,0.0,67.0,4.0,1.0,1.0,0.0,0.0,330.0,162.0,47.0,15.0,6.0,738.0,429.0,154.0,68.0,24.0,1,3784.000122,366,44,Male,9,Married,Commute,871.0,Rural,15534.275,28.0,39
775,179437,0.635616438,14653.68009,0.134356845,0.138564481,0.12606223,0.173599766,0.160417299,0.15093311,0.116066268,0.017772321,0.007422269,0.001855567,0.729277836,0.270722164,0.03,0.132166492,6.521664915,6.0,1.0,0.0,0.0,0.0,0.0,53.0,4.0,1.0,1.0,0.0,0.0,179.0,72.0,14.0,4.0,1.0,373.0,198.0,48.0,16.0,6.0,1,2370.136963,365,34,Female,2,Married,Commute,725.0,Rural,6151.5729,17.0,24
776,126264,0.739726027,6596.240217,0.124217619,0.133708058,0.142903525,0.142298206,0.137752022,0.177102305,0.142018264,0.00332407,0.0,0.0,0.679166272,0.320833728,0.029722091,0.166481394,6.502779093,37.0,1.0,1.0,1.0,1.0,0.0,75.0,4.0,1.0,0.0,0.0,0.0,130.0,39.0,3.0,1.0,0.0,226.0,83.0,16.0,2.0,1.0,1,3194.080811,365,46,Male,4,Married,Commute,806.0,Urban,9320.565,29.0,57
777,183723,0.7945205479999999,4210.531036626046,0.146847588,0.153833255,0.162082834,0.153627892,0.139677066,0.132167181,0.111764184,7.840000000000001e-05,0.0,0.0,0.75529652,0.24470348,0.122944779,0.196080433,6.382412992000001,57.0,4.0,2.0,2.0,1.0,0.0,141.0,12.0,2.0,1.0,0.0,0.0,53.0,27.0,7.0,4.0,1.0,84.0,36.0,12.0,5.0,2.0,1,0.0,366,34,Female,4,Single,Commute,662.0,Urban,6213.71,18.0,89
778,126270,0.77260274,5456.974665,0.111346934,0.115934947,0.106524576,0.138504899,0.236520803,0.154888156,0.136279684,1.66e-05,0.0,0.0,0.711997232,0.288002768,0.221331488,0.192163668,5.69833564,76.0,3.0,1.0,1.0,0.0,0.0,130.0,13.0,3.0,1.0,0.0,0.0,234.0,135.0,30.0,13.0,6.0,130.0,66.0,29.0,8.0,3.0,1,8376.659183,366,54,Male,5,Married,Commute,580.0,Urban,6213.71,10.0,76
779,215669,0.832876712,16433.12801,0.153246628,0.130797649,0.13275361,0.16796048,0.142234047,0.146850512,0.126157075,0.005324478,0.000662239,0.0,0.730265663,0.269734337,0.192182127,0.212846284,6.47020884,9.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,303,45,Female,4,Single,Commute,788.0,Urban,12427.42,29.0,86
780,136617,0.501369863,4521.868751239746,0.177809553,0.147642509,0.177187504,0.19211036,0.131496174,0.112194304,0.061559595,0.020138139,0.011261262,0.002815315,0.827537539,0.172462461,0.096921924,0.116306309,4.436936911,42.0,2.0,0.0,0.0,0.0,0.0,66.0,9.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,1,887.463684,365,69,Female,4,Single,Private,834.0,Urban,6213.71,43.0,84
781,182229,0.468493151,6884.674564,0.140858717,0.156361597,0.147933756,0.155791719,0.179382814,0.105175629,0.114495768,0.003,0.00094725,0.0,0.775780033,0.224219967,0.066835025,0.138417512,6.668350247,273.0,94.0,42.0,20.0,9.0,6.0,97.0,21.0,12.0,8.0,5.0,3.0,47.0,19.0,4.0,3.0,1.0,74.0,32.0,9.0,1.0,0.0,1,3167.075318,365,34,Female,14,Single,Commute,777.0,Urban,12427.42,16.0,83
782,209677,0.62739726,6278.041838,0.114502099,0.176276722,0.178815541,0.200912312,0.143368101,0.0978987,0.088226523,0.0,0.0,0.0,0.818263825,0.181736175,0.143634024,0.134791474,6.624765737,73.0,7.0,2.0,1.0,0.0,0.0,123.0,14.0,4.0,1.0,0.0,0.0,666.0,295.0,63.0,27.0,10.0,1199.0,547.0,119.0,39.0,14.0,1,9174.618165,355,34,Male,5,Married,Private,751.0,Urban,12427.42,10.0,14
783,144687,0.276712329,67.22439431,0.082197978,0.087759221,0.007897277,0.487792371,0.105889808,0.052944903,0.175518442,0.0,0.0,0.0,0.774896312,0.225103688,0.013464857,0.339190676,0.985685451,17.0,6.0,0.0,0.0,0.0,0.0,102.0,42.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4734.185669,366,23,Male,0,Single,Commute,832.0,Urban,6213.71,6.0,15
784,140276,0.890410959,20127.90442,0.139822438,0.138444309,0.145321816,0.143812658,0.158075887,0.137891772,0.13663112,0.004135112,0.001,0.0,0.726486658,0.273513342,0.113513342,0.147837781,6.756755612,17.0,1.0,0.0,0.0,0.0,0.0,82.0,7.0,2.0,1.0,0.0,0.0,55.0,29.0,9.0,5.0,2.0,57.0,31.0,12.0,6.0,2.0,1,9268.57764,366,34,Male,2,Married,Commute,656.0,Urban,7456.451999999999,10.0,30
785,175412,0.95890411,18552.82341294788,0.138184673,0.153106314,0.153046,0.192156179,0.171360127,0.119598647,0.07254806,0.006430311,0.003544248,0.000886062,0.806836274,0.193163726,0.117090684,0.173163726,6.3,9.0,0.0,0.0,0.0,0.0,0.0,56.0,6.0,2.0,1.0,0.0,0.0,82.0,27.0,4.0,1.0,0.0,193.0,76.0,12.0,2.0,0.0,1,4147.758911,365,47,Female,4,Married,Commute,685.0,Rural,9196.2908,30.0,39
786,172979,0.671232877,6900.0275668394,0.112670522,0.128412005,0.128001693,0.1492616,0.167437476,0.170658183,0.14355852,0.001129179,0.0,0.0,0.684209669,0.315790331,0.0825835759999999,0.144832848,6.696656953,42.0,1.0,0.0,0.0,0.0,0.0,65.0,7.0,2.0,1.0,0.0,0.0,2092.0,1241.0,482.0,231.0,106.0,2414.0,1332.0,443.0,209.0,94.0,1,753.0031125,365,27,Female,0,Married,Commute,666.0,Urban,6213.71,2.0,60
787,209107,0.446575342,3948.03607824194,0.139265331,0.144324753,0.141662339,0.169992735,0.155565223,0.1595202369999999,0.0896693809999999,0.001000065,0.0,0.0,0.75000195,0.24999805,0.057499187,0.14000065,5.375011376000002,21.0,1.0,0.0,0.0,0.0,0.0,246.0,73.0,27.0,9.0,1.0,1.0,1065.0,447.0,83.0,20.0,7.0,483.0,222.0,54.0,14.0,2.0,1,2832.855652,183,59,Female,11,Married,Private,856.0,Urban,15534.275,40.0,43
788,183309,0.273972603,2580.510218,0.121960978,0.142228413,0.142783745,0.152659473,0.198349744,0.138618753,0.103398894,0.000314318,0.0,0.0,0.753928975,0.246071025,0.034714771,0.133928975,6.007857951,162.0,25.0,8.0,3.0,1.0,0.0,134.0,20.0,6.0,1.0,0.0,0.0,41.0,22.0,4.0,1.0,0.0,106.0,57.0,12.0,6.0,1.0,1,30824.29102,366,25,Male,1,Single,Commute,682.0,Urban,12427.42,6.0,73
789,186969,0.852054795,17259.51090420561,0.138370959,0.144746431,0.169982612,0.161417643,0.166462035,0.138267012,0.080753308,0.0059552519999999,0.001382101,0.0,0.7776420159999999,0.222357984,0.293252943,0.231910504,5.723579836,22.0,1.0,1.0,0.0,0.0,0.0,40.0,3.0,1.0,1.0,0.0,0.0,212.0,93.0,19.0,4.0,1.0,176.0,61.0,7.0,1.0,0.0,1,661.2180176,366,46,Female,1,Single,Commute,688.0,Urban,15534.275,28.0,76
790,124358,0.504109589,8833.940799,0.130697006,0.147948766,0.130018865,0.184884669,0.13230213,0.13676323,0.137385335,0.013128058,0.002782015,0.0,0.723805747,0.276194253,0.095258984,0.125812946,5.270935269,19.0,2.0,1.0,1.0,0.0,0.0,101.0,19.0,5.0,1.0,0.0,0.0,126.0,62.0,12.0,2.0,1.0,284.0,162.0,66.0,25.0,13.0,1,85.55905155,194,57,Male,11,Married,Commute,900.0,Urban,18641.13,40.0,59
791,144237,0.832876712,9360.92991259955,0.144873639,0.165272798,0.141457016,0.178737943,0.152320664,0.11577251,0.101565429,0.005833629,0.0,0.0,0.78,0.22,0.041109143,0.096654859,6.022182862,52.0,2.0,0.0,0.0,0.0,0.0,230.0,37.0,9.0,2.0,1.0,0.0,785.0,421.0,142.0,59.0,20.0,771.0,436.0,160.0,70.0,27.0,1,12413.91211,366,72,Male,1,Married,Private,835.0,Urban,6213.71,42.0,36
792,176308,0.997260274,26343.75387,0.14187073,0.153047155,0.164198778,0.158622967,0.150927013,0.124964032,0.106369324,0.000953545,0.0,0.0,0.767212695,0.232787305,0.219779883,0.036503711,6.786063477,9.0,1.0,0.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,0.0,183.0,71.0,11.0,2.0,0.0,322.0,165.0,38.0,12.0,4.0,1,1563.115723,366,45,Male,1,Married,Commute,743.0,Urban,25289.7997,28.0,31
793,136393,0.2,635.07041614668,0.1474151169999999,0.099520281,0.149620498,0.213210626,0.118376781,0.189263208,0.082593489,0.0123190889999999,0.0,0.0,0.726333553,0.273666447,0.014190225,0.119476222,4.34142008,18.0,0.0,0.0,0.0,0.0,0.0,88.0,17.0,6.0,1.0,0.0,0.0,194.0,106.0,56.0,25.0,19.0,98.0,60.0,35.0,6.0,6.0,1,13881.89648,366,60,Male,3,Married,Commute,751.0,Urban,12427.42,43.0,59
794,152869,0.183561644,4453.484465498491,0.137659246,0.138639312,0.141252821,0.137700112,0.18119081,0.126429233,0.137128467,0.001246644,0.0,0.0,0.73623322,0.26376678,0.252989382,0.211689041,6.3130034120000005,32.0,2.0,1.0,0.0,0.0,0.0,100.0,17.0,6.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,0.0,37.0,15.0,2.0,1.0,1.0,1,3903.485962,221,29,Female,5,Married,Commute,707.0,Rural,24854.84,6.0,79
795,212791,0.989041096,7948.26271,0.132815756,0.145333672,0.151333267,0.142694919,0.128001532,0.152553597,0.147267257,1.44e-05,1.44e-05,0.0,0.701441425,0.298558575,0.02057657,0.179135145,6.204324275,313.0,47.0,11.0,2.0,0.0,0.0,221.0,20.0,5.0,1.0,0.0,0.0,2540.0,1486.0,585.0,272.0,106.0,3093.0,1837.0,676.0,285.0,125.0,2,1927.864014,366,31,Male,1,Single,Private,847.0,Urban,9258.4279,15.0,13
796,186051,0.495890411,3760.072203,0.178496619,0.14732041,0.173151778,0.138162878,0.150924035,0.112376958,0.099567322,0.025960677,0.008983147,0.001996255,0.789831475,0.210168525,1.87e-05,0.149981275,4.402996002,6.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1688.556152,181,70,Female,1,Married,Private,863.0,Urban,6213.71,51.0,36
797,127026,0.98630137,12090.255514266491,0.146740716,0.141134217,0.136054173,0.133622394,0.134258325,0.142203118,0.165987057,0.0078011159999999,0.0,0.0,0.68799256,0.31200744,0.04,0.19799256,5.633209328,45.0,6.0,1.0,0.0,0.0,0.0,63.0,11.0,4.0,1.0,1.0,0.0,462.0,211.0,48.0,17.0,6.0,1244.0,687.0,233.0,98.0,42.0,1,485.5545959,366,44,Female,3,Married,Commute,900.0,Urban,11371.0893,27.0,38
798,166506,1.0,12791.48270426701,0.179002655,0.135536538,0.171598759,0.149447492,0.130411548,0.12450188,0.109501129,0.015599408,0.006781495,0.001,0.761092524,0.238907476,0.078543301,0.158543301,5.1437009730000005,57.0,6.0,1.0,0.0,0.0,0.0,54.0,6.0,2.0,1.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,78.0,30.0,7.0,2.0,1.0,1,153.0754509,366,53,Female,1,Married,Commute,835.0,Urban,12427.42,37.0,68
799,164136,0.819178082,13461.90865,0.134758357,0.151066993,0.159984099,0.168390599,0.188910091,0.111599617,0.085290244,0.002001881,9.41e-07,0.0,0.799952971,0.200047029,0.199915348,0.179981188,6.60037623,7.0,1.0,0.0,0.0,0.0,0.0,78.0,10.0,3.0,1.0,0.0,0.0,149.0,65.0,11.0,3.0,1.0,145.0,68.0,18.0,7.0,2.0,1,3496.307007,366,27,Female,0,Single,Private,744.0,Urban,12427.42,11.0,64
800,212618,0.756164384,9652.351514,0.125155269,0.139394915,0.166851678,0.16272321,0.168505473,0.131740438,0.105629017,0.00213672,0.001045573,4.56e-05,0.758177072,0.241822928,0.148177072,0.092734392,6.690885361,7.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,104.0,33.0,3.0,1.0,0.0,188.0,70.0,12.0,3.0,1.0,1,0.0,366,24,Male,2,Single,Commute,720.0,Urban,12427.42,8.0,38
801,218796,0.463013699,6880.6865866821,0.1528646,0.119175593,0.114389103,0.161402021,0.1374152119999999,0.177216547,0.137536924,0.018639261,0.005213087,0.001954908,0.688320055,0.311679945,0.106967283,0.101352773,6.156145102999999,16.0,9.0,9.0,8.0,8.0,7.0,57.0,14.0,10.0,9.0,8.0,7.0,116.0,39.0,8.0,3.0,2.0,600.0,355.0,148.0,68.0,23.0,1,115.4016495,183,54,Male,8,Married,Commute,841.0,Urban,12427.42,38.0,52
802,190840,0.457534247,2881.270249,0.133516631,0.140768363,0.150642547,0.180294594,0.153604386,0.115295511,0.125877968,0.001093671,0.0,0.0,0.762497897,0.237502103,0.039375526,0.121561186,5.996877629,14.0,3.0,2.0,1.0,1.0,0.0,50.0,8.0,3.0,1.0,1.0,1.0,88.0,35.0,7.0,6.0,2.0,55.0,23.0,4.0,0.0,0.0,1,6019.614258,182,54,Male,13,Single,Commute,694.0,Urban,15534.275,33.0,65
803,183796,0.526027397,6723.004039,0.107479771,0.175983255,0.183336953,0.123798167,0.165129286,0.099291106,0.144981462,0.000102813,0.000102813,0.000102813,0.756450119,0.243549881,0.108971868,0.139253192,5.64859338,7.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,2.0,1.0,0.0,0.0,174.0,66.0,8.0,1.0,0.0,473.0,249.0,58.0,16.0,2.0,1,556.163269,201,26,Female,10,Single,Commute,817.0,Urban,6213.71,9.0,82
804,162046,0.717808219,2813.520429,0.139624198,0.16005778,0.150983916,0.133742296,0.151734275,0.165715977,0.098141557,0.000148872,0.0,0.0,0.734887238,0.265112762,0.030842134,0.078511276,6.829774477,272.0,34.0,12.0,4.0,1.0,0.0,434.0,32.0,6.0,2.0,1.0,0.0,16.0,6.0,2.0,2.0,0.0,26.0,7.0,1.0,0.0,0.0,1,3054.316406,366,71,Female,5,Married,Private,762.0,Urban,3106.855,35.0,66
805,194153,0.504109589,6500.732430936871,0.144482969,0.129936396,0.169293682,0.166485381,0.155656842,0.157137053,0.077007677,0.0,0.0,0.0,0.7639275059999999,0.236072494,0.183542288,0.210506041,6.110120823,65.0,1.0,0.0,0.0,0.0,0.0,108.0,2.0,1.0,0.0,0.0,0.0,941.0,526.0,217.0,123.0,68.0,1589.0,1100.0,617.0,415.0,276.0,1,0.0,184,23,Male,7,Married,Commute,833.0,Urban,12427.42,7.0,87
806,216559,0.8438356159999999,19745.818183498348,0.1364983719999999,0.184496312,0.167583084,0.182561141,0.141654715,0.106850063,0.080356313,0.002735809,0.000482169,0.000192868,0.812285295,0.187714705,0.12939228,0.074821691,6.590356619,15.0,1.0,0.0,0.0,0.0,0.0,52.0,4.0,1.0,0.0,0.0,0.0,289.0,113.0,21.0,6.0,1.0,559.0,242.0,60.0,17.0,7.0,1,1884.910034,366,34,Female,2,Single,Private,647.0,Rural,6213.71,13.0,23
807,145175,0.380821918,9350.223547,0.140167585,0.128848006,0.1285726,0.140734796,0.16334466,0.1823747,0.115957653,0.029128383,0.004732626,0.000178249,0.69712997,0.30287003,0.043564985,0.1,6.855437687,7.0,1.0,1.0,0.0,0.0,0.0,34.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1,457.1537018,365,55,Male,0,Married,Private,762.0,Rural,12427.42,39.0,15
808,219789,0.693150685,7306.980267679791,0.121314733,0.124702265,0.13120888,0.153617124,0.15837415,0.178733981,0.132048867,0.008327883,0.000814209,0.0,0.692568368,0.307431632,0.113278828,0.165573724,6.14863264,83.0,11.0,3.0,1.0,0.0,0.0,163.0,25.0,7.0,2.0,1.0,0.0,256.0,95.0,17.0,4.0,1.0,2338.0,1417.0,531.0,237.0,87.0,1,526.2079925,366,61,Male,0,Married,Private,802.0,Urban,9320.565,41.0,35
809,159891,0.446575342,3398.9868801634143,0.116724144,0.187181101,0.1411827819999999,0.094436552,0.187043612,0.172505758,0.100926052,0.024283129,0.010273632,0.001867933,0.726793301,0.273206699,0.069339665,0.113301675,4.59339665,9.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,1.0,1.0,0.0,0.0,350.0,132.0,17.0,7.0,2.0,490.0,240.0,62.0,16.0,1.0,1,908.6943968,365,53,Female,3,Married,Private,719.0,Urban,6213.71,37.0,35
